LineId,Content,EventId,EventTemplate
228, getTodayTotalDetailSteps = 1514038440000##7037##548365##8661##15116##27191969,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
229,setTodayTotalDetailSteps=1514038440000##7038##548365##8661##15211##27192478,E58,setTodayTotalDetailSteps=<*>
230,calculateCaloriesWithCache totalCalories=127439,E4,calculateCaloriesWithCache totalCalories=<*>
231,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
232,REPORT : 7038 5025 150753 240,E47,REPORT : <*> <*> <*> <*>
233,onStandStepChanged 3611,E42,onStandStepChanged <*>
234,onExtend:1514038549000 1 0 4,E39,onExtend:<*> <*> <*> <*>
235, getTodayTotalDetailSteps = 1514038440000##7038##548365##8661##15211##27192478,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
236,setTodayTotalDetailSteps=1514038440000##7039##548365##8661##15306##27192971,E58,setTodayTotalDetailSteps=<*>
237,calculateCaloriesWithCache totalCalories=127461,E4,calculateCaloriesWithCache totalCalories=<*>
238,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
239,REPORT : 7039 5025 150775 240,E47,REPORT : <*> <*> <*> <*>
240,onStandStepChanged 3612,E42,onStandStepChanged <*>
241,onExtend:1514038550000 1 0 4,E39,onExtend:<*> <*> <*> <*>
242, getTodayTotalDetailSteps = 1514038440000##7039##548365##8661##15306##27192971,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
243,setTodayTotalDetailSteps=1514038440000##7040##548365##8661##15401##27193971,E58,setTodayTotalDetailSteps=<*>
244,calculateCaloriesWithCache totalCalories=127482,E4,calculateCaloriesWithCache totalCalories=<*>
245,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
246,REPORT : 7040 5026 150796 240,E47,REPORT : <*> <*> <*> <*>
247,onStandStepChanged 3613,E42,onStandStepChanged <*>
248,onExtend:1514038550000 1 0 4,E39,onExtend:<*> <*> <*> <*>
249, getTodayTotalDetailSteps = 1514038440000##7040##548365##8661##15401##27193971,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
250,setTodayTotalDetailSteps=1514038440000##7041##548365##8661##15496##27194480,E58,setTodayTotalDetailSteps=<*>
251,calculateCaloriesWithCache totalCalories=127504,E4,calculateCaloriesWithCache totalCalories=<*>
252,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
253,REPORT : 7041 5027 150818 240,E47,REPORT : <*> <*> <*> <*>
254,onStandStepChanged 3614,E42,onStandStepChanged <*>
255,onExtend:1514038551000 1 0 4,E39,onExtend:<*> <*> <*> <*>
256, getTodayTotalDetailSteps = 1514038440000##7041##548365##8661##15496##27194480,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
257,setTodayTotalDetailSteps=1514038440000##7042##548365##8661##15591##27195470,E58,setTodayTotalDetailSteps=<*>
258,calculateCaloriesWithCache totalCalories=127525,E4,calculateCaloriesWithCache totalCalories=<*>
259,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
260,REPORT : 7042 5027 150839 240,E47,REPORT : <*> <*> <*> <*>
261,onStandStepChanged 3616,E42,onStandStepChanged <*>
262,onExtend:1514038552000 2 0 4,E39,onExtend:<*> <*> <*> <*>
263, getTodayTotalDetailSteps = 1514038440000##7042##548365##8661##15591##27195470,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
264,setTodayTotalDetailSteps=1514038440000##7044##548365##8661##15686##27196480,E58,setTodayTotalDetailSteps=<*>
265,calculateCaloriesWithCache totalCalories=127568,E4,calculateCaloriesWithCache totalCalories=<*>
266,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
267,REPORT : 7044 5029 150882 240,E47,REPORT : <*> <*> <*> <*>
268,onStandStepChanged 3617,E42,onStandStepChanged <*>
269,onExtend:1514038553000 1 0 4,E39,onExtend:<*> <*> <*> <*>
270, getTodayTotalDetailSteps = 1514038440000##7044##548365##8661##15686##27196480,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
271,setTodayTotalDetailSteps=1514038440000##7045##548365##8661##15781##27196970,E58,setTodayTotalDetailSteps=<*>
272,calculateCaloriesWithCache totalCalories=127589,E4,calculateCaloriesWithCache totalCalories=<*>
273,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
274,REPORT : 7045 5030 150903 240,E47,REPORT : <*> <*> <*> <*>
275,onStandStepChanged 3619,E42,onStandStepChanged <*>
276,onExtend:1514038554000 2 0 4,E39,onExtend:<*> <*> <*> <*>
277, getTodayTotalDetailSteps = 1514038440000##7045##548365##8661##15781##27196970,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
278,setTodayTotalDetailSteps=1514038440000##7047##548365##8661##15876##27197972,E58,setTodayTotalDetailSteps=<*>
279,calculateCaloriesWithCache totalCalories=127632,E4,calculateCaloriesWithCache totalCalories=<*>
280,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
281,REPORT : 7047 5031 150946 240,E47,REPORT : <*> <*> <*> <*>
282,onStandStepChanged 3620,E42,onStandStepChanged <*>
283,onExtend:1514038555000 1 0 4,E39,onExtend:<*> <*> <*> <*>
284, getTodayTotalDetailSteps = 1514038440000##7047##548365##8661##15876##27197972,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
285,setTodayTotalDetailSteps=1514038440000##7048##548365##8661##15971##27198970,E58,setTodayTotalDetailSteps=<*>
286,calculateCaloriesWithCache totalCalories=127653,E4,calculateCaloriesWithCache totalCalories=<*>
