LineId,Content,EventId,EventTemplate
178,"Times: total = 41, boot = -160, init = 200, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
179,"Times: total = 38, boot = -172, init = 210, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
180,"Times: total = 40, boot = -173, init = 213, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
181,"Block rdd_6_4 stored as bytes in memory (estimated size 287.0 B, free 369.5 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
182,"Block rdd_6_3 stored as bytes in memory (estimated size 344.0 B, free 369.9 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
183,"Block rdd_6_1 stored as bytes in memory (estimated size 330.0 B, free 370.2 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
184,"Block rdd_6_2 stored as bytes in memory (estimated size 252.0 B, free 370.4 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
185,"Block rdd_6_0 stored as bytes in memory (estimated size 265.0 B, free 370.7 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
186,"Times: total = 38, boot = 14, init = 24, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
187,"Times: total = 38, boot = 12, init = 26, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
188,"Times: total = 41, boot = 19, init = 22, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
189,Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
190,"Times: total = 41, boot = 16, init = 25, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
191,Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
192,"Times: total = 40, boot = 5, init = 35, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
193,Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
194,Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
195,Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
196,Got assigned task 171,E11,Got assigned task <*>
197,Running task 0.0 in stage 4.0 (TID 171),E24,Running task <*> in stage <*> (TID <*>)
198,Got assigned task 185,E11,Got assigned task <*>
199,Running task 1.0 in stage 4.0 (TID 185),E24,Running task <*> in stage <*> (TID <*>)
200,Started reading broadcast variable 13,E29,Started reading broadcast variable <*>
201,Got assigned task 195,E11,Got assigned task <*>
202,Running task 2.0 in stage 4.0 (TID 195),E24,Running task <*> in stage <*> (TID <*>)
203,Got assigned task 198,E11,Got assigned task <*>
204,Running task 3.0 in stage 4.0 (TID 198),E24,Running task <*> in stage <*> (TID <*>)
205,Got assigned task 199,E11,Got assigned task <*>
206,Running task 4.0 in stage 4.0 (TID 199),E24,Running task <*> in stage <*> (TID <*>)
207,"Block broadcast_13_piece0 stored as bytes in memory (estimated size 5.7 KB, free 376.4 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
208,Reading broadcast variable 13 took 41 ms,E20,Reading broadcast variable <*> took <*> ms
209,"Block broadcast_13 stored as values in memory (estimated size 10.1 KB, free 386.5 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
210,Found block rdd_6_0 locally,E10,Found block rdd_<*> locally
211,Found block rdd_6_4 locally,E10,Found block rdd_<*> locally
212,Found block rdd_6_3 locally,E10,Found block rdd_<*> locally
213,Found block rdd_6_2 locally,E10,Found block rdd_<*> locally
214,Found block rdd_6_1 locally,E10,Found block rdd_<*> locally
215,"Times: total = 39, boot = -141, init = 180, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
216,"Times: total = 40, boot = -129, init = 169, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
217,"Times: total = 41, boot = -134, init = 175, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
218,"Times: total = 39, boot = -123, init = 162, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
219,"Times: total = 42, boot = -125, init = 166, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
220,Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
221,Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
222,Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
223,Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
224,Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
225,Got assigned task 206,E11,Got assigned task <*>
226,Running task 0.0 in stage 5.0 (TID 206),E24,Running task <*> in stage <*> (TID <*>)
227,Got assigned task 220,E11,Got assigned task <*>
228,Running task 1.0 in stage 5.0 (TID 220),E24,Running task <*> in stage <*> (TID <*>)
229,Got assigned task 231,E11,Got assigned task <*>
230,Running task 2.0 in stage 5.0 (TID 231),E24,Running task <*> in stage <*> (TID <*>)
231,Started reading broadcast variable 14,E29,Started reading broadcast variable <*>
232,Got assigned task 238,E11,Got assigned task <*>
233,Running task 3.0 in stage 5.0 (TID 238),E24,Running task <*> in stage <*> (TID <*>)
234,Got assigned task 239,E11,Got assigned task <*>
235,Running task 4.0 in stage 5.0 (TID 239),E24,Running task <*> in stage <*> (TID <*>)
236,"Block broadcast_14_piece0 stored as bytes in memory (estimated size 5.8 KB, free 392.3 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
237,Reading broadcast variable 14 took 12 ms,E20,Reading broadcast variable <*> took <*> ms
238,"Block broadcast_14 stored as values in memory (estimated size 9.6 KB, free 401.9 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
239,Found block rdd_2_0 locally,E10,Found block rdd_<*> locally
240,Found block rdd_2_4 locally,E10,Found block rdd_<*> locally
241,Found block rdd_2_3 locally,E10,Found block rdd_<*> locally
242,Found block rdd_2_2 locally,E10,Found block rdd_<*> locally
243,Found block rdd_2_1 locally,E10,Found block rdd_<*> locally
244,"Times: total = 39, boot = -85, init = 123, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
245,"Times: total = 40, boot = -77, init = 117, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
246,"Times: total = 39, boot = -81, init = 119, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
247,"Times: total = 40, boot = -78, init = 117, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
248,"Times: total = 42, boot = -79, init = 120, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
249,Finished task 0.0 in stage 5.0 (TID 206). 2198 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
250,Finished task 3.0 in stage 5.0 (TID 238). 2198 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
251,Finished task 2.0 in stage 5.0 (TID 231). 2198 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
252,Finished task 4.0 in stage 5.0 (TID 239). 2198 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
253,Finished task 1.0 in stage 5.0 (TID 220). 2272 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
254,Got assigned task 247,E11,Got assigned task <*>
255,Running task 0.0 in stage 6.0 (TID 247),E24,Running task <*> in stage <*> (TID <*>)
256,Got assigned task 261,E11,Got assigned task <*>
257,Running task 1.0 in stage 6.0 (TID 261),E24,Running task <*> in stage <*> (TID <*>)
258,Got assigned task 273,E11,Got assigned task <*>
259,Running task 2.0 in stage 6.0 (TID 273),E24,Running task <*> in stage <*> (TID <*>)
260,Started reading broadcast variable 15,E29,Started reading broadcast variable <*>
261,Got assigned task 278,E11,Got assigned task <*>
262,Running task 3.0 in stage 6.0 (TID 278),E24,Running task <*> in stage <*> (TID <*>)
263,Got assigned task 279,E11,Got assigned task <*>
264,Running task 4.0 in stage 6.0 (TID 279),E24,Running task <*> in stage <*> (TID <*>)
265,"Block broadcast_15_piece0 stored as bytes in memory (estimated size 5.4 KB, free 407.4 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
266,Reading broadcast variable 15 took 15 ms,E20,Reading broadcast variable <*> took <*> ms
267,"Block broadcast_15 stored as values in memory (estimated size 9.2 KB, free 416.6 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)"
268,Found block rdd_2_0 locally,E10,Found block rdd_<*> locally
